meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.171796677,0.063707484,0.17269341,0.116332378,0.232664756,0.116332378,2.1140093,8.415345066,0.918791037,0.460727731,0.117335244,0.171796677,0.117185702,0.043362832,0.279113924,0.445275879,0,4.737304688,4.737304688,0.075834292,male
0.171796677,0.063707484,0.17269341,0.116332378,0.232664756,0.116332378,2.1140093,8.415345066,0.918791037,0.460727731,0.117335244,0.171796677,0.117185702,0.043362832,0.279113924,0.445275879,0,4.737304688,4.737304688,0.075834292,male
